Purchase order,ShipType,Ship Date,SKU,Qty Shipped,Weight [Kg],Customer,MOQ,Boxes
71675062131,T,2/11/25  7:40 p.m.,3278006,60,0.57,Customer  142,36,1
71675062131,T,2/11/25  7:40 p.m.,3278007,5,1.75,Customer  142,16,0
71675062131,T,2/11/25  7:40 p.m.,3278012,10,1.17,Customer  142,1,10
71675062131,T,2/11/25  7:40 p.m.,3278012,27,1.18,Customer  142,18,1
71675062131,T,2/11/25  7:40 p.m.,3278013,36,1.13,Customer  142,8,4
71675066251,T,2/11/25  7:40 p.m.,3002292,1,16.42,Customer  142,8,0
71675066251,T,2/11/25  7:40 p.m.,3005136,2,1.18,Customer  142,32,0
71675066251,T,2/11/25  7:40 p.m.,3006154,15,1.22,Customer  142,30,0
71675066251,T,2/11/25  7:40 p.m.,3018027,7,2.08,Customer  142,20,0
71675066251,T,2/11/25  7:40 p.m.,3024017,1,0.44,Customer  142,40,0
71675066251,T,2/11/25  7:40 p.m.,3024017,1,3.12,Customer  142,10,0
71675066251,T,2/11/25  7:40 p.m.,3024022,3,0.18,Customer  142,40,0
71675066251,T,2/11/25  7:40 p.m.,3038011,1,1.68,Customer  142,20,0
71675066251,T,2/11/25  7:40 p.m.,3074000,3,27.29,Customer  142,2,1
71675066251,T,2/11/25  7:40 p.m.,3140011,1,47.30,Customer  142,18,0
71675066251,T,2/11/25  7:40 p.m.,3143001,3,0.26,Customer  142,40,0
71675066251,T,2/11/25  7:40 p.m.,3143001,1,0.38,Customer  142,40,0
71675066251,T,2/11/25  7:40 p.m.,3143003,1,0.19,Customer  142,40,0
71675066251,T,2/11/25  7:40 p.m.,3172003,1,1.72,Customer  142,12,0
71675065911,T,2/11/25  7:40 p.m.,3005136,64,1.18,Customer  142,32,2
71675065911,T,2/11/25  7:40 p.m.,3074006,10,24.05,Customer  142,2,5
71675065911,T,2/11/25  7:40 p.m.,3175004,10,13.63,Customer  142,1,10
71675065911,T,2/11/25  7:40 p.m.,3274001,2,6.97,Customer  142,4,0
71675065661,L,2/8/25  2:14 p.m.,3002280,5,2.53,Customer  161,10,0
71675065661,L,2/8/25  2:14 p.m.,3002281,10,3.26,Customer  161,8,1
71675065661,L,2/8/25  2:14 p.m.,3002281,5,3.30,Customer  161,8,0
71675065661,L,2/8/25  2:14 p.m.,3002285,4,7.70,Customer  161,4,1
71675065661,L,2/8/25  2:14 p.m.,3002286,5,4.09,Customer  161,8,0
71675065661,L,2/8/25  2:14 p.m.,3002288,5,3.53,Customer  161,10,0
71675065661,L,2/8/25  2:14 p.m.,3005126,20,1.59,Customer  161,16,1
71675065661,L,2/8/25  2:14 p.m.,3005126,20,0.52,Customer  161,45,0
71675065661,L,2/8/25  2:14 p.m.,3005132,5,1.19,Customer  161,36,0
71675065661,L,2/8/25  2:14 p.m.,3005134,10,0.81,Customer  161,45,0
71675065661,L,2/8/25  2:14 p.m.,3005136,10,1.15,Customer  161,32,0
71675065661,L,2/8/25  2:14 p.m.,3006142,10,0.42,Customer  161,40,0
71675065661,L,2/8/25  2:14 p.m.,3006150,10,0.69,Customer  161,40,0
71675065661,L,2/8/25  2:14 p.m.,3006154,10,0.83,Customer  161,36,0
71675065661,L,2/8/25  2:14 p.m.,3006154,100,0.55,Customer  161,36,2
71675065661,L,2/8/25  2:14 p.m.,3015018,5,5.07,Customer  161,2,2
71675065661,L,2/8/25  2:14 p.m.,3015018,5,5.12,Customer  161,2,2
71675065661,L,2/8/25  2:14 p.m.,3015018,5,6.33,Customer  161,2,2
71675065661,L,2/8/25  2:14 p.m.,3015018,5,6.40,Customer  161,2,2
71675065661,L,2/8/25  2:14 p.m.,3015018,5,5.05,Customer  161,2,2
71675065661,L,2/8/25  2:14 p.m.,3015018,5,5.18,Customer  161,27,0
71675065661,L,2/8/25  2:14 p.m.,3018027,2,6.99,Customer  161,6,0
71675065661,L,2/8/25  2:14 p.m.,3018027,2,7.59,Customer  161,6,0
71675065661,L,2/8/25  2:14 p.m.,3018029,5,1.66,Customer  161,30,0
71675065661,L,2/8/25  2:14 p.m.,3024017,3,0.44,Customer  161,40,0
71675065661,L,2/8/25  2:14 p.m.,3024018,5,3.02,Customer  161,10,0
71675065661,L,2/8/25  2:14 p.m.,3029213,3,1.70,Customer  161,16,0
71675065661,L,2/8/25  2:14 p.m.,3036161,2,13.77,Customer  161,2,1
71675065661,L,2/8/25  2:14 p.m.,3036165,1,6.84,Customer  161,4,0
71675065661,L,2/8/25  2:14 p.m.,3036165,2,7.94,Customer  161,4,0
71675065661,L,2/8/25  2:14 p.m.,3036165,1,7.47,Customer  161,4,0
71675065661,L,2/8/25  2:14 p.m.,3036181,5,2.38,Customer  161,10,0
71675065661,L,2/8/25  2:14 p.m.,3036204,5,1.02,Customer  161,30,0
71675065661,L,2/8/25  2:14 p.m.,3053036,3,3.65,Customer  161,6,0
71675065661,L,2/8/25  2:14 p.m.,3113220,20,1.57,Customer  161,27,0
71675065661,L,2/8/25  2:14 p.m.,3113252,5,2.40,Customer  161,12,0
71675065661,L,2/8/25  2:14 p.m.,3113254,10,1.11,Customer  161,18,0
71675065661,L,2/8/25  2:14 p.m.,3113263,5,1.21,Customer  161,20,0
71675065661,L,2/8/25  2:14 p.m.,3113263,5,1.32,Customer  161,2,2
71675065661,L,2/8/25  2:14 p.m.,3113264,5,1.59,Customer  161,18,0
71675065661,L,2/8/25  2:14 p.m.,3113264,5,1.72,Customer  161,18,0
71675065661,L,2/8/25  2:14 p.m.,3143005,10,1.16,Customer  161,12,0
71675065661,L,2/8/25  2:14 p.m.,3143005,2,3.66,Customer  161,4,0
71675065661,L,2/8/25  2:14 p.m.,3270014,5,2.28,Customer  161,8,0
71675065661,L,2/8/25  2:14 p.m.,3270014,5,2.29,Customer  161,2,2
71675065661,L,2/8/25  2:14 p.m.,3270016,5,2.67,Customer  161,6,0
71675065661,L,2/8/25  2:14 p.m.,3270016,4,2.78,Customer  161,6,0
71675065661,L,2/8/25  2:14 p.m.,3278000,30,0.49,Customer  161,45,0
71675065661,L,2/8/25  2:14 p.m.,3278001,20,0.57,Customer  161,36,0
71675065661,L,2/8/25  2:14 p.m.,3278007,5,1.75,Customer  161,16,0
71675065661,L,2/8/25  2:14 p.m.,3278012,5,1.17,Customer  161,1,5
71675065661,L,2/8/25  2:14 p.m.,3278012,5,1.23,Customer  161,30,0
71675065661,L,2/8/25  2:14 p.m.,3278012,5,1.18,Customer  161,18,0
71675065661,L,2/8/25  2:14 p.m.,3278013,5,1.13,Customer  161,8,0
71675065071,T,2/11/25  7:40 p.m.,3024017,5,3.12,Customer  142,10,0
71675065071,T,2/11/25  7:40 p.m.,3074001,15,18.98,Customer  142,2,7
71675065071,T,2/11/25  7:40 p.m.,3143000,50,0.25,Customer  142,50,1
71675065711,T,2/11/25  7:40 p.m.,3002280,10,2.53,Customer  142,10,1
71675065711,T,2/11/25  7:40 p.m.,3002280,20,2.47,Customer  142,10,2
71675065711,T,2/11/25  7:40 p.m.,3002281,8,3.26,Customer  142,8,1
71675065711,T,2/11/25  7:40 p.m.,3002281,10,2.38,Customer  142,10,1
71675065711,T,2/11/25  7:40 p.m.,3002286,24,4.09,Customer  142,8,3
71675065711,T,2/11/25  7:40 p.m.,3002286,10,4.01,Customer  142,8,1
71675065711,T,2/11/25  7:40 p.m.,3002291,4,7.72,Customer  142,4,1
71675065711,T,2/11/25  7:40 p.m.,3002291,12,7.72,Customer  142,4,3
71675065711,T,2/11/25  7:40 p.m.,3005126,16,1.59,Customer  142,16,1
71675065711,T,2/11/25  7:40 p.m.,3005126,36,0.83,Customer  142,36,1
71675065711,T,2/11/25  7:40 p.m.,3005126,45,0.52,Customer  142,45,1
71675065711,T,2/11/25  7:40 p.m.,3005128,10,1.15,Customer  142,32,0
71675065711,T,2/11/25  7:40 p.m.,3005134,10,2.07,Customer  142,12,0
71675065711,T,2/11/25  7:40 p.m.,3006118,20,0.52,Customer  142,40,0
71675065711,T,2/11/25  7:40 p.m.,3006142,40,0.42,Customer  142,40,1
71675065711,T,2/11/25  7:40 p.m.,3006150,18,1.78,Customer  142,18,1
71675065711,T,2/11/25  7:40 p.m.,3006151,40,0.42,Customer  142,40,1
71675065711,T,2/11/25  7:40 p.m.,3006154,36,0.55,Customer  142,36,1
71675065711,T,2/11/25  7:40 p.m.,3012053,2,10.03,Customer  142,4,0
71675065711,T,2/11/25  7:40 p.m.,3015018,5,5.12,Customer  142,2,2
71675065711,T,2/11/25  7:40 p.m.,3036165,4,4.76,Customer  142,8,0
71675065711,T,2/11/25  7:40 p.m.,3113156,18,1.06,Customer  142,18,1
71675065711,T,2/11/25  7:40 p.m.,3113160,27,1.27,Customer  142,27,1
71675065711,T,2/11/25  7:40 p.m.,3113206,18,1.09,Customer  142,18,1
71675065711,T,2/11/25  7:40 p.m.,3113207,80,1.29,Customer  142,27,2
71675065711,T,2/11/25  7:40 p.m.,3113207,10,1.34,Customer  142,27,0
71675065711,T,2/11/25  7:40 p.m.,3113208,24,2.27,Customer  142,24,1
71675065711,T,2/11/25  7:40 p.m.,3113220,20,1.57,Customer  142,27,0
71675065711,T,2/11/25  7:40 p.m.,3113232,27,1.56,Customer  142,27,1
71675065711,T,2/11/25  7:40 p.m.,3113252,27,2.40,Customer  142,12,2
71675065711,T,2/11/25  7:40 p.m.,3113254,18,1.11,Customer  142,18,1
71675065711,T,2/11/25  7:40 p.m.,3270016,10,2.67,Customer  142,6,1
71675065711,T,2/11/25  7:40 p.m.,3278000,45,0.49,Customer  142,45,1
71675065711,T,2/11/25  7:40 p.m.,3278001,80,0.57,Customer  142,36,2
71675065711,T,2/11/25  7:40 p.m.,3278006,36,0.81,Customer  142,36,1
71675065711,T,2/11/25  7:40 p.m.,3278012,18,1.17,Customer  142,1,18
71675065711,T,2/11/25  7:40 p.m.,3278013,18,1.13,Customer  142,8,2
71675066031,T,2/10/25  6:47 p.m.,3002280,5,2.53,Customer  161,10,0
71675066031,T,2/10/25  6:47 p.m.,3002280,10,2.47,Customer  161,10,1
71675066031,T,2/10/25  6:47 p.m.,3002281,10,3.26,Customer  161,8,1
71675066031,T,2/10/25  6:47 p.m.,3002281,10,3.30,Customer  161,8,1
71675066031,T,2/10/25  6:47 p.m.,3002281,5,3.41,Customer  161,8,0
71675066031,T,2/10/25  6:47 p.m.,3002285,3,7.70,Customer  161,4,0
71675066031,T,2/10/25  6:47 p.m.,3002286,10,4.09,Customer  161,8,1
71675066031,T,2/10/25  6:47 p.m.,3002286,5,4.01,Customer  161,8,0
71675066031,T,2/10/25  6:47 p.m.,3002288,5,3.53,Customer  161,10,0
71675066031,T,2/10/25  6:47 p.m.,3002291,5,4.34,Customer  161,10,0
71675066031,T,2/10/25  6:47 p.m.,3002291,2,7.72,Customer  161,4,0
71675066031,T,2/10/25  6:47 p.m.,3002291,3,7.72,Customer  161,4,0
71675066031,T,2/10/25  6:47 p.m.,3005095,10,1.84,Customer  161,12,0
71675066031,T,2/10/25  6:47 p.m.,3005126,10,1.59,Customer  161,16,0
71675066031,T,2/10/25  6:47 p.m.,3005126,10,0.52,Customer  161,45,0
71675066031,T,2/10/25  6:47 p.m.,3005132,10,1.19,Customer  161,36,0
71675066031,T,2/10/25  6:47 p.m.,3005134,10,0.81,Customer  161,45,0
71675066031,T,2/10/25  6:47 p.m.,3005134,5,2.07,Customer  161,12,0
71675066031,T,2/10/25  6:47 p.m.,3006142,20,0.42,Customer  161,40,0
71675066031,T,2/10/25  6:47 p.m.,3006150,10,0.69,Customer  161,40,0
71675066031,T,2/10/25  6:47 p.m.,3006154,10,0.83,Customer  161,36,0
71675066031,T,2/10/25  6:47 p.m.,3006154,100,0.55,Customer  161,36,2
71675066031,T,2/10/25  6:47 p.m.,3015018,5,5.07,Customer  161,2,2
71675066031,T,2/10/25  6:47 p.m.,3015018,5,5.12,Customer  161,2,2
71675066031,T,2/10/25  6:47 p.m.,3015018,5,6.33,Customer  161,2,2
71675066031,T,2/10/25  6:47 p.m.,3015018,5,6.40,Customer  161,2,2
71675066031,T,2/10/25  6:47 p.m.,3015018,5,5.05,Customer  161,2,2
71675066031,T,2/10/25  6:47 p.m.,3015018,5,5.18,Customer  161,27,0
71675066031,T,2/10/25  6:47 p.m.,3018027,2,6.99,Customer  161,6,0
71675066031,T,2/10/25  6:47 p.m.,3018029,1,1.66,Customer  161,30,0
71675066031,T,2/10/25  6:47 p.m.,3024017,5,0.44,Customer  161,40,0
71675066031,T,2/10/25  6:47 p.m.,3024018,5,3.02,Customer  161,10,0
71675066031,T,2/10/25  6:47 p.m.,3024019,5,0.97,Customer  161,40,0
71675066031,T,2/10/25  6:47 p.m.,3024022,10,0.18,Customer  161,40,0
71675066031,T,2/10/25  6:47 p.m.,3029213,3,1.70,Customer  161,16,0
71675066031,T,2/10/25  6:47 p.m.,3036161,2,13.77,Customer  161,2,1
71675066031,T,2/10/25  6:47 p.m.,3036161,1,14.86,Customer  161,2,0
71675066031,T,2/10/25  6:47 p.m.,3036165,5,6.84,Customer  161,4,1
71675066031,T,2/10/25  6:47 p.m.,3036165,5,7.94,Customer  161,4,1
71675066031,T,2/10/25  6:47 p.m.,3036165,5,6.88,Customer  161,4,1
71675066031,T,2/10/25  6:47 p.m.,3036165,5,7.47,Customer  161,4,1
71675066031,T,2/10/25  6:47 p.m.,3036181,5,2.38,Customer  161,10,0
71675066031,T,2/10/25  6:47 p.m.,3036204,5,1.02,Customer  161,30,0
71675066031,T,2/10/25  6:47 p.m.,3053036,5,3.65,Customer  161,6,0
71675066031,T,2/10/25  6:47 p.m.,3113207,10,1.22,Customer  161,27,0
71675066031,T,2/10/25  6:47 p.m.,3113220,20,1.05,Customer  161,18,1
71675066031,T,2/10/25  6:47 p.m.,3113220,30,1.57,Customer  161,27,1
71675066031,T,2/10/25  6:47 p.m.,3113232,10,1.11,Customer  161,18,0
71675066031,T,2/10/25  6:47 p.m.,3113232,10,1.56,Customer  161,27,0
71675066031,T,2/10/25  6:47 p.m.,3113251,10,1.45,Customer  161,27,0
71675066031,T,2/10/25  6:47 p.m.,3113252,10,2.40,Customer  161,12,0
71675066031,T,2/10/25  6:47 p.m.,3113254,10,1.11,Customer  161,18,0
71675066031,T,2/10/25  6:47 p.m.,3113263,5,1.21,Customer  161,20,0
71675066031,T,2/10/25  6:47 p.m.,3113263,5,1.32,Customer  161,2,2
71675066031,T,2/10/25  6:47 p.m.,3113264,5,1.72,Customer  161,18,0
71675066031,T,2/10/25  6:47 p.m.,3143005,10,1.16,Customer  161,12,0
71675066031,T,2/10/25  6:47 p.m.,3143005,5,3.66,Customer  161,4,1
71675066031,T,2/10/25  6:47 p.m.,3172000,10,1.74,Customer  161,10,1
71675066031,T,2/10/25  6:47 p.m.,3172001,10,1.93,Customer  161,10,1
71675066031,T,2/10/25  6:47 p.m.,3270014,5,2.28,Customer  161,8,0
71675066031,T,2/10/25  6:47 p.m.,3270014,5,2.29,Customer  161,2,2
71675066031,T,2/10/25  6:47 p.m.,3270016,5,2.67,Customer  161,6,0
71675066031,T,2/10/25  6:47 p.m.,3270016,10,2.78,Customer  161,6,1
71675066031,T,2/10/25  6:47 p.m.,3278000,30,0.49,Customer  161,45,0
71675066031,T,2/10/25  6:47 p.m.,3278001,30,0.57,Customer  161,36,0
71675066031,T,2/10/25  6:47 p.m.,3278007,10,1.75,Customer  161,16,0
71675066031,T,2/10/25  6:47 p.m.,3278012,5,1.17,Customer  161,1,5
71675066031,T,2/10/25  6:47 p.m.,3278012,5,1.23,Customer  161,30,0
71675066031,T,2/10/25  6:47 p.m.,3278012,5,1.18,Customer  161,18,0
71675066031,T,2/10/25  6:47 p.m.,3278013,5,1.13,Customer  161,8,0
71675066621,L,2/7/25  7:30 p.m.,3002268,5,7.01,Customer  195,4,1
71675066621,L,2/7/25  7:30 p.m.,3002280,15,2.53,Customer  195,10,1
71675066621,L,2/7/25  7:30 p.m.,3002280,20,2.47,Customer  195,10,2
71675066621,L,2/7/25  7:30 p.m.,3002285,3,7.70,Customer  195,4,0
71675066621,L,2/7/25  7:30 p.m.,3005126,30,1.59,Customer  195,16,1
71675066621,L,2/7/25  7:30 p.m.,3270016,5,2.67,Customer  195,6,0
71675066621,L,2/7/25  7:30 p.m.,3278001,15,1.41,Customer  195,30,0
71675067471,T,2/12/25  9:53 a.m.,3002268,2,4.16,Customer  118,8,0
71675067471,T,2/12/25  9:53 a.m.,3002270,2,4.34,Customer  118,8,0
71675067471,T,2/12/25  9:53 a.m.,3002280,30,2.53,Customer  118,10,3
71675067471,T,2/12/25  9:53 a.m.,3002280,30,2.47,Customer  118,10,3
71675067471,T,2/12/25  9:53 a.m.,3002281,8,3.17,Customer  118,8,1
71675067471,T,2/12/25  9:53 a.m.,3002281,10,3.26,Customer  118,8,1
71675067471,T,2/12/25  9:53 a.m.,3002281,4,2.38,Customer  118,10,0
71675067471,T,2/12/25  9:53 a.m.,3002281,10,2.51,Customer  118,10,1
71675067471,T,2/12/25  9:53 a.m.,3002281,10,3.30,Customer  118,8,1
71675067471,T,2/12/25  9:53 a.m.,3002281,16,3.41,Customer  118,8,2
71675067471,T,2/12/25  9:53 a.m.,3002285,4,7.70,Customer  118,4,1
71675067471,T,2/12/25  9:53 a.m.,3002286,26,4.01,Customer  118,8,3
71675067471,T,2/12/25  9:53 a.m.,3002289,2,3.09,Customer  118,8,0
71675067471,T,2/12/25  9:53 a.m.,3002289,16,3.48,Customer  118,8,2
71675067471,T,2/12/25  9:53 a.m.,3002289,4,2.56,Customer  118,10,0
71675067471,T,2/12/25  9:53 a.m.,3002291,24,7.72,Customer  118,4,6
71675067471,T,2/12/25  9:53 a.m.,3002291,16,4.42,Customer  118,8,2
71675067471,T,2/12/25  9:53 a.m.,3002291,2,7.72,Customer  118,4,0
71675067471,T,2/12/25  9:53 a.m.,3002292,20,3.83,Customer  118,10,2
71675067471,T,2/12/25  9:53 a.m.,3002292,3,3.28,Customer  118,8,0
71675067471,T,2/12/25  9:53 a.m.,3002292,2,15.99,Customer  118,2,1
71675067471,T,2/12/25  9:53 a.m.,3002292,2,16.42,Customer  118,8,0
71675067471,T,2/12/25  9:53 a.m.,3005095,20,1.84,Customer  118,12,1
71675067471,T,2/12/25  9:53 a.m.,3005104,6,0.99,Customer  118,40,0
71675067471,T,2/12/25  9:53 a.m.,3005126,64,1.59,Customer  118,16,4
71675067471,T,2/12/25  9:53 a.m.,3005126,72,0.83,Customer  118,36,2
71675067471,T,2/12/25  9:53 a.m.,3005126,45,0.52,Customer  118,45,1
71675067471,T,2/12/25  9:53 a.m.,3005126,6,1.70,Customer  118,24,0
71675067471,T,2/12/25  9:53 a.m.,3005128,10,1.15,Customer  118,32,0
71675067471,T,2/12/25  9:53 a.m.,3005131,5,1.69,Customer  118,16,0
71675067471,T,2/12/25  9:53 a.m.,3005135,45,0.49,Customer  118,45,1
71675067471,T,2/12/25  9:53 a.m.,3006109,20,1.36,Customer  118,27,0
71675067471,T,2/12/25  9:53 a.m.,3006118,12,0.52,Customer  118,40,0
71675067471,T,2/12/25  9:53 a.m.,3006118,12,0.87,Customer  118,36,0
71675067471,T,2/12/25  9:53 a.m.,3006118,5,1.86,Customer  118,18,0
71675067471,T,2/12/25  9:53 a.m.,3006136,6,1.13,Customer  118,30,0
71675067471,T,2/12/25  9:53 a.m.,3006141,36,0.90,Customer  118,36,1
71675067471,T,2/12/25  9:53 a.m.,3006142,30,0.42,Customer  118,40,0
71675067471,T,2/12/25  9:53 a.m.,3006151,45,0.42,Customer  118,40,1
71675067471,T,2/12/25  9:53 a.m.,3006154,72,0.83,Customer  118,36,2
71675067471,T,2/12/25  9:53 a.m.,3012053,2,10.53,Customer  118,4,0
71675067471,T,2/12/25  9:53 a.m.,3012053,2,10.03,Customer  118,4,0
71675067471,T,2/12/25  9:53 a.m.,3015018,12,6.33,Customer  118,2,6
71675067471,T,2/12/25  9:53 a.m.,3015018,10,6.40,Customer  118,2,5
71675067471,T,2/12/25  9:53 a.m.,3015018,2,5.18,Customer  118,27,0
71675067471,T,2/12/25  9:53 a.m.,3018012,20,1.59,Customer  118,20,1
71675067471,T,2/12/25  9:53 a.m.,3018012,20,2.15,Customer  118,20,1
71675067471,T,2/12/25  9:53 a.m.,3018017,20,1.71,Customer  118,20,1
71675067471,T,2/12/25  9:53 a.m.,3018017,10,2.73,Customer  118,12,0
71675067471,T,2/12/25  9:53 a.m.,3018027,20,1.64,Customer  118,20,1
71675067471,T,2/12/25  9:53 a.m.,3018027,5,2.08,Customer  118,20,0
71675067471,T,2/12/25  9:53 a.m.,3018027,4,7.59,Customer  118,6,0
71675067471,T,2/12/25  9:53 a.m.,3018027,40,0.44,Customer  118,80,0
71675067471,T,2/12/25  9:53 a.m.,3018027,50,0.51,Customer  118,80,0
71675067471,T,2/12/25  9:53 a.m.,3018027,2,7.73,Customer  118,4,0
71675067471,T,2/12/25  9:53 a.m.,3018027,4,7.92,Customer  118,4,1
71675067471,T,2/12/25  9:53 a.m.,3018029,30,0.64,Customer  118,1,30
71675067471,T,2/12/25  9:53 a.m.,3018029,20,0.46,Customer  118,8,2
71675067471,T,2/12/25  9:53 a.m.,3018029,5,1.66,Customer  118,30,0
71675067471,T,2/12/25  9:53 a.m.,3024017,10,0.07,Customer  118,40,0
71675067471,T,2/12/25  9:53 a.m.,3024017,5,0.44,Customer  118,40,0
71675067471,T,2/12/25  9:53 a.m.,3024017,4,3.12,Customer  118,10,0
71675067471,T,2/12/25  9:53 a.m.,3024018,30,3.02,Customer  118,10,3
71675067471,T,2/12/25  9:53 a.m.,3024019,6,0.97,Customer  118,40,0
71675067471,T,2/12/25  9:53 a.m.,3024020,5,0.87,Customer  118,40,0
71675067471,T,2/12/25  9:53 a.m.,3024022,8,3.03,Customer  118,10,0
71675067471,T,2/12/25  9:53 a.m.,3024022,40,0.18,Customer  118,40,1
71675067471,T,2/12/25  9:53 a.m.,3029213,10,1.70,Customer  118,16,0
71675067471,T,2/12/25  9:53 a.m.,3036161,8,7.80,Customer  118,4,2
71675067471,T,2/12/25  9:53 a.m.,3036161,4,14.86,Customer  118,2,2
71675067471,T,2/12/25  9:53 a.m.,3036165,4,6.84,Customer  118,4,1
71675067471,T,2/12/25  9:53 a.m.,3036165,4,7.94,Customer  118,4,1
71675067471,T,2/12/25  9:53 a.m.,3036165,6,4.76,Customer  118,8,0
71675067471,T,2/12/25  9:53 a.m.,3036165,4,5.23,Customer  118,8,0
71675067471,T,2/12/25  9:53 a.m.,3036165,8,7.47,Customer  118,4,2
71675067471,T,2/12/25  9:53 a.m.,3036181,2,2.45,Customer  118,10,0
71675067471,T,2/12/25  9:53 a.m.,3036181,6,3.59,Customer  118,10,0
71675067471,T,2/12/25  9:53 a.m.,3053038,6,5.49,Customer  118,4,1
71675067471,T,2/12/25  9:53 a.m.,3113129,4,1.48,Customer  118,12,0
71675067471,T,2/12/25  9:53 a.m.,3113141,18,1.40,Customer  118,18,1
71675067471,T,2/12/25  9:53 a.m.,3113160,27,1.27,Customer  118,27,1
71675067471,T,2/12/25  9:53 a.m.,3113185,16,2.16,Customer  118,18,0
71675067471,T,2/12/25  9:53 a.m.,3113206,36,1.09,Customer  118,18,2
71675067471,T,2/12/25  9:53 a.m.,3113207,72,1.25,Customer  118,24,3
71675067471,T,2/12/25  9:53 a.m.,3113207,54,1.29,Customer  118,27,2
71675067471,T,2/12/25  9:53 a.m.,3113207,81,1.25,Customer  118,27,3
71675067471,T,2/12/25  9:53 a.m.,3113207,81,1.22,Customer  118,27,3
71675067471,T,2/12/25  9:53 a.m.,3113207,54,1.34,Customer  118,27,2
71675067471,T,2/12/25  9:53 a.m.,3113207,64,1.37,Customer  118,32,2
71675067471,T,2/12/25  9:53 a.m.,3113220,54,1.57,Customer  118,27,2
71675067471,T,2/12/25  9:53 a.m.,3113232,8,1.56,Customer  118,27,0
71675067471,T,2/12/25  9:53 a.m.,3113251,27,1.45,Customer  118,27,1
71675067471,T,2/12/25  9:53 a.m.,3113252,10,2.40,Customer  118,12,0
71675067471,T,2/12/25  9:53 a.m.,3113254,18,1.11,Customer  118,18,1
71675067471,T,2/12/25  9:53 a.m.,3113263,6,1.32,Customer  118,2,3
71675067471,T,2/12/25  9:53 a.m.,3113264,6,1.72,Customer  118,18,0
71675067471,T,2/12/25  9:53 a.m.,3113269,15,0.86,Customer  118,30,0
71675067471,T,2/12/25  9:53 a.m.,3113271,8,2.23,Customer  118,18,0
71675067471,T,2/12/25  9:53 a.m.,3113271,10,2.23,Customer  118,18,0
71675067471,T,2/12/25  9:53 a.m.,3143005,20,1.16,Customer  118,12,1
71675067471,T,2/12/25  9:53 a.m.,3143005,4,3.66,Customer  118,4,1
71675067471,T,2/12/25  9:53 a.m.,3143006,4,3.75,Customer  118,4,1
71675067471,T,2/12/25  9:53 a.m.,3270006,4,1.94,Customer  118,24,0
71675067471,T,2/12/25  9:53 a.m.,3270012,1,9.70,Customer  118,4,0
71675067471,T,2/12/25  9:53 a.m.,3270014,4,2.29,Customer  118,2,2
71675067471,T,2/12/25  9:53 a.m.,3278001,72,0.57,Customer  118,36,2
71675067471,T,2/12/25  9:53 a.m.,3278013,20,1.13,Customer  118,8,2
71675067471,T,2/12/25  9:53 a.m.,3278013,8,1.16,Customer  118,30,0
71675067411,T,2/10/25  8:02 a.m.,3002291,30,7.72,Customer  362,4,7
71675067411,T,2/10/25  8:02 a.m.,3005136,50,0.76,Customer  362,45,1
71675067411,T,2/10/25  8:02 a.m.,3005136,100,0.51,Customer  362,45,2
71675067411,T,2/10/25  8:02 a.m.,3018027,6,7.53,Customer  362,4,1
71675067411,T,2/10/25  8:02 a.m.,3113207,50,1.34,Customer  362,27,1
71675067411,T,2/10/25  8:02 a.m.,3113220,18,1.57,Customer  362,27,0
71675067411,T,2/10/25  8:02 a.m.,3113254,20,1.11,Customer  362,18,1
71675067411,T,2/10/25  8:02 a.m.,3113269,6,0.86,Customer  362,30,0
71675067281,L,2/10/25  6:07 p.m.,3002281,5,3.30,Customer  161,8,0
71675067281,L,2/10/25  6:07 p.m.,3002281,5,3.41,Customer  161,8,0
71675067281,L,2/10/25  6:07 p.m.,3002286,5,4.09,Customer  161,8,0
71675067281,L,2/10/25  6:07 p.m.,3002286,2,4.01,Customer  161,8,0
71675067281,L,2/10/25  6:07 p.m.,3002288,5,3.53,Customer  161,10,0
71675067281,L,2/10/25  6:07 p.m.,3002291,2,7.72,Customer  161,4,0
71675067281,L,2/10/25  6:07 p.m.,3002291,1,4.42,Customer  161,8,0
71675067281,L,2/10/25  6:07 p.m.,3002291,1,7.72,Customer  161,4,0
71675067281,L,2/10/25  6:07 p.m.,3005104,4,1.40,Customer  161,32,0
71675067281,L,2/10/25  6:07 p.m.,3005126,10,0.52,Customer  161,45,0
71675067281,L,2/10/25  6:07 p.m.,3005134,10,0.81,Customer  161,45,0
71675067281,L,2/10/25  6:07 p.m.,3005136,10,1.15,Customer  161,32,0
71675067281,L,2/10/25  6:07 p.m.,3006142,20,0.42,Customer  161,40,0
71675067281,L,2/10/25  6:07 p.m.,3006150,10,0.69,Customer  161,40,0
71675067281,L,2/10/25  6:07 p.m.,3006151,5,0.42,Customer  161,40,0
71675067281,L,2/10/25  6:07 p.m.,3006154,10,0.83,Customer  161,36,0
71675067281,L,2/10/25  6:07 p.m.,3006154,100,0.55,Customer  161,36,2
71675067281,L,2/10/25  6:07 p.m.,3015018,5,5.07,Customer  161,2,2
71675067281,L,2/10/25  6:07 p.m.,3015018,5,5.12,Customer  161,2,2
71675067281,L,2/10/25  6:07 p.m.,3015018,5,6.33,Customer  161,2,2
71675067281,L,2/10/25  6:07 p.m.,3015018,5,6.40,Customer  161,2,2
71675067281,L,2/10/25  6:07 p.m.,3015018,5,5.05,Customer  161,2,2
